code,title,Availabilities,Curriculum,RulesPrereqs,RulesPrereqsList,RulesCoreqs,RulesCoreqsList,RulesIncomps,RulesPrereqsList
SMED5342,"Service Learning Unit 2",164914,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","SMED5332 Service Learning Unit 1",37855,Nil.,37856,nil,37855
SMED5332,"Service Learning Unit 1",164915,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","IMED4222 Integrated Medical Practice 1 Part B",37840,Nil.,37841,Nil.,37840
SRUR5342,"Rural Specialisation—Service Learning Unit 2",164916;164917;164918;164919;164920;164921;164922;164923;164924;164925;164926;164927;164928;164929;164930,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","SRUR5332 Rural Specialisation—Service Learning Unit 1",37803,Nil.,37804,Nil.,37803
ARTF2040,"Environmental and Biological Art",164931,"MJD-FNART Fine Arts (BA|*|) as option [Active];","ARTF1052 Fine Arts Studio: Record, Visualise & Imagine (formerly VISA 1050 Art of Visualisation and Recording) and/or ARTF1053 Fine Arts Studio: Space, Time & Beyond (formerly VISA1053 Video Art: Methods and Means)",,Nil,,Nil.,
ARTF2021,"Animation and Video",161028,"MJD-FNART Fine Arts (BA|*|) as option [Active]; 
MJD-MECOM Media and Communication (BMC|*|) as option [Active]; 
MNR-DCREA Digital Creativity (BA|*|) as option [Active];","ARTF1052 Fine Arts Studio: Record, Visualise & Imagine (formerly VISA1050 Art of Visualisation and Recording) and/or ARTF1053 Fine Arts Studio: Space, Time & Beyond (formerly VISA1053 Video Art: Methods and Means)",,Nil,,Nil,
ARTF2041,"Art in the Environment: Deep-Time Performance and Socially-Engaged Art",164932,"MJD-FNART Fine Arts (BA|*|) as option [Active];","ARTF1052 Fine Arts Studio: Record, Visualise & Imagine (formerly VISA1050 Art of Visualisation and Recording) and/or ARTF1053 Fine Arts Studio: Space, Time & Beyond (formerly VISA1053 Video Art: Methods and Means)",,Nil,,Nil,
ARTF3020,"Advanced Film: Immersive Cinematic Experiences",164933,"MJD-FNART Fine Arts (BA|*|) as option [Active]; 
MNR-DCREA Digital Creativity (BA|*|) as option [Active];","Completion of 12 points of Level 2 Fine Arts units (ARTF-coded units), including ARTF2020 Moving Images and/or ARTF2021 Cinematic Spaces.",,Nil,,Nil,
ARTF3030,"Advanced Art and Biotechnologies",164934,"MJD-FNART Fine Arts (BA|*|) as option [Active];","Completion of 12 points of level 2 Fine Arts units (ARTF-coded units), including ARTF2030 Art and Life Manipulation and/or ARTF2031 Art and the Life Sciences",,Nil,,Nil,
ARTF3040,"Advanced Art and Environment",164935,"MJD-FNART Fine Arts (BA|*|) as option [Active];","Completion of 12 points of Level 2 Fine Arts units (ARTF-coded units), including ARTF2040 Earth, Water, Air & Fire: Material Explorations in Environmental Art or ARTF2041 Art in the Environment: Deep-Time Performance and Socially-Engaged Art",,Nil,,Nil,
SCOM5309,"Citizen Science",164936,"72520 Master of Biological Science (coursework or coursework and dissertation) as option in Conservation Biology [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as option in Zoology [Active]; 
51580 Master of Science Communication (coursework or coursework and dissertation) as core [Drafted for 2025] [unique]; 
74540 Master of Marine Biology (coursework or coursework and dissertation) as option [Active];",Nil,5908,Nil,5909,Nil,5908
MGMT5239,"Oil and Gas Sector Management",170152,"42520 Master of Business Administration (coursework) as core in Oil and Gas [Active]; 
62520 Master of Low Emission Energy Technologies (coursework) as option [Active];","enrolment in the Master of Business Administration (coursework) or the Master of Business Administration (coursework and dissertation) or the Master of Engineering in Oil and Gas; with approval from The Business School only, which will be determined with regard to relevant documented professional work experience.",,Nil,,Nil,
HRMT5531,"Work-Based Learning Project",164938,"41660 Master of Human Resources and Employment Relations (coursework) as option [Active];","Enrollment in the Master of Human Resources and Employment Relations and a minimum of 36 core unit points and an average of 70%",,Nil,,"SVLG5003 Wicked Problems",
MGMT5240,"Project Management in Oil & Gas",164939,"42520 Master of Business Administration (coursework) as core in Oil and Gas [Active];","enrolment in the Master of Business Administration (coursework) or the Master of Business Administration (coursework and dissertation);  or enrolment in the Master of Engineering in Oil and Gas; or approval from The Business School only, which will be determined with regard to relevant documented professional work experience.",,Nil,,"MGMT5665 Project Management",
IMED5813,"Health Humanities: Education and Research",158602;158950,"90210 Graduate Certificate in Health Professions Education as option [Active]; 
91340 Graduate Diploma in Health Professions Education as option [Active]; 
90570 Master of Health Professions Education (coursework and dissertation) as option [Active]; 
90670 Master of Health Professions Education (thesis and coursework) as option [Active]; 
90850 Doctor of Medicine as option [Active]; 
91270 Graduate Certificate in Health Professions Education (online) as option [Active]; 
91390 Graduate Diploma in Health Professions Education (online) as option [Active]; 
90580 Master of Health Professions Education (online) (coursework and dissertation) as option [Active]; 
93610 Master of Advanced Clinical Practice (coursework or coursework and dissertation) as core in Health Professions Education [Active]; 
93610 Master of Advanced Clinical Practice (coursework or coursework and dissertation) as option in Health Professions Education [Drafted from 2026]; 
93610 Master of Advanced Clinical Practice (coursework or coursework and dissertation) as option [Active];",Nil,,Nil,,Nil,
LAWS4227,"Foundations of Law and Legal Institutions",172165;172166,"HON-HUMAR Human Rights (BHUMR (Hons)|*|) as option [Active]; 
41680 Master of Commerce (coursework) as option in Management [Active]; 
20500 Master of Laws (coursework) as option [Active]; 
20360 Graduate Diploma in Commercial and Resources Law as core [Active]; 
20370 Graduate Diploma in Mining and Energy Law as core [Active]; 
20320 Graduate Diploma in Law as option [Active]; 
20550 Master of Mining and Energy Law (coursework) as core [Active]; 
20560 Master of Resources and International Commercial Law (coursework) as core [Active]; 
21510 Master of International Commercial Law (coursework) as core [Active]; 
21530 Master of Law, Policy and Government (coursework) as core [Active]; 
21320 Graduate Diploma in International Law as option [Active]; 
21310 Graduate Diploma in International Commercial Law as core [Active]; 
21340 Graduate Diploma in Law, Policy and Government as core [Active]; 
21550 Master of Taxation Law (coursework or coursework and dissertation) as core [Active]; 
42580 Master of Public Policy (coursework or coursework and dissertation) as core in Law [Active]; 
42280 Graduate Certificate in Public Policy as option [Active]; 
21360 Graduate Diploma in Natural Resources Law as core [Active]; 
21560 Master of Legal Practice (coursework) [Group A] [Active]; 
43680 Master of Commerce - Articulation (coursework) as option in Management [Active];",Nil,,Nil,,"Students with a recognised Law degree or LAWS5227 Foundations of Law and Governance.",
LACH2050,"Plants and Landscape Systems",162012,"MJD-LDARC Landscape Architecture (BEnvDes|*|) as core [Active]; 
MJD-ENGEO Environmental Geography and Planning (BEnvDes|*|) as core [Active]; 
MJD-LARCH Landscape Architecture (BEnvDes|*|) as core [Active];","ARLA1000 Design Studio—Groundings (formerly LACH1000 Landscape Architecture Studio—Groundings) or one of the following: BIOL1131 Plant and Animal Biology, EART1104 Discovering Earth (formerly Introduction to Geology), EART1105 The Dynamic Planet, SCIE1104 Science, Society and Data Analysis, GEOG1103 Coastal Cities: Geographical Perspectives, URBD1000 Introduction to Urban Design (ID 5037)",195136,Nil.,,Nil.,195136
PHYL5618,"Basic Hearing Devices",164940,"73560 Master of Audiological Sciences (coursework and dissertation) as core [Active];","enrolment in the Master of Audiological Sciences (73560) and completion of 48 points",52309;52310;52311,"PHYL5620 Audiological Science Research Project Part 1, PHYL5621 Audiological Science Research Project Part 2 and PHYL5514 Evoked Responses in Clinical Diagnosis (ID 3735)",58865,Nil,52309;52310;52311
ENSC2003,"Engineering Electrical Fundamentals",164941;164942,"MJD-ENGSC Engineering Science (BSc|*|) as core [Active]; 
MJD-ATRDM Automation and Robotics (BAR|*|) as core [Active]; 
MJD-EAUTO Automation and Robotics Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-EBMEG Biomedical Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-EELEC Electrical and Electronic Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-EMECH Mechanical Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-EMINE Mining Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
62560 Master of Renewable and Future Energy (coursework) as conversion [Active];","(Physics ATAR or PHYS1030 Bridging Physics) and MATH1011 Multivariable Calculus",207584;207585;207586;207587;207588;207589;207590;207591;207592;207593,"MATH1012 Mathematical Theory and Methods",115080;115081,"ENSC2002 Energy",207584;207585;207586;207587;207588;207589;207590;207591;207592;207593
MUSC2273,"Electronic Music: Generative Processes",164943,"MJD-MEMSD Music: Electronic Music and Sound Design (BA|*|) as core [Active]; 
MJD-MUSDM Music (BMus|*|) as core [Active];","MUSC1055 Electronic Music: Methods and Means
or CITS1001 Object-oriented Programming and Software Engineering",116168;116169;116170,Nil,,"MUSC2275 Electronic Music: Interactive Systems",116168;116169;116170
ACCT5701,"Audit and Risk",167559;167560,"42340 Graduate Diploma in Commerce (Chartered Accounting) as core [Active]; 
42660 Master of Professional Accounting (Chartered Accounting) (coursework) as core [Active];","ACCT5432 Introductory Financial Accounting
ECON5541 Economics for Business: Applications and Policy
MGMT5504 Data Analysis and Decision Making
ACCT5511 Intermediate Corporate Financial Accounting
ACCT5522 Principles of Auditing
FINA5533 Finance Essentials
LAWS5508 Commercial and Company Law
and for students in the Master of Professional Accounting a weighted average mark of 65%",144533;144534;144535;144536;144537;144538;144539;144540;144541;144542;144543;144544;144545,Nil,,Nil,144533;144534;144535;144536;144537;144538;144539;144540;144541;144542;144543;144544;144545
ACCT5702,"Taxation Australia",167561;167562,"42340 Graduate Diploma in Commerce (Chartered Accounting) as core [Active]; 
42660 Master of Professional Accounting (Chartered Accounting) (coursework) as core [Active];","ACCT5432 Introductory Financial Accounting
ECON5541 Economics for Business: Applications and Policy
MGMT5504 Data Analysis and Decision Making
ACCT5511 Intermediate Corporate Financial Accounting
ACCT5637 Principles of Taxation
FINA5533 Finance Essentials
LAWS5508 Commercial and Company Law
and for students in the Master of Professional Accounting a weighted average mark of 65%",135809;135810;135811;135812;135813;135814;135815;135816;135817;135818,Nil,135819,"LAWS5236 Advanced Australian Corporate Taxation",135809;135810;135811;135812;135813;135814;135815;135816;135817;135818
ACCT5705,"Chartered Accountants Capstone",167571;167572;167573,"42340 Graduate Diploma in Commerce (Chartered Accounting) as core [Active]; 
42660 Master of Professional Accounting (Chartered Accounting) (coursework) as core [Active];","ACCT5701 Audit and Assurance, ACCT5702 Taxation Australia, ACCT5703 Management Accounting and Applied Finance and ACCT5704 Financial Accounting and Reporting and for students in the Master of Professional Accounting a WAM of 65%",22809;22810;22811;22812;22813;22814,Nil,,"ACCT5501 Contemporary Issues in Accounting",22809;22810;22811;22812;22813;22814
